Current i(seed) in script: 1
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
# Epoch 41 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.19

# Epoch 42 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 43 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.18

# Epoch 44 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 45 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 46 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 47 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.74
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.23

# Epoch 48 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 49 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.91
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 50 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

Time elapsed: 8298.77 seconds
Saved to: models/20210301-142350_brats20_3d_no_pretrained_1_lr_0.001_epochs_50
Current i(seed) in script: 2
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
[Val] Avg. edema: 0.09
[Val] Avg. tumor_core: 0.04
[Val] Avg. enhancing: 0.00
[Val] Avg. Loss: 0.88

# Epoch 1 #

[Train] Avg. edema: 0.57
[Train] Avg. tumor_core: 0.34
[Train] Avg. enhancing: 0.24
[Train] Avg. Loss: 0.74
[Val] Avg. edema: 0.78
[Val] Avg. tumor_core: 0.58
[Val] Avg. enhancing: 0.63
[Val] Avg. Loss: 0.67

# Epoch 2 #

[Train] Avg. edema: 0.76
[Train] Avg. tumor_core: 0.58
[Train] Avg. enhancing: 0.58
[Train] Avg. Loss: 0.61
[Val] Avg. edema: 0.77
[Val] Avg. tumor_core: 0.61
[Val] Avg. enhancing: 0.73
[Val] Avg. Loss: 0.53

# Epoch 3 #

[Train] Avg. edema: 0.80
[Train] Avg. tumor_core: 0.66
[Train] Avg. enhancing: 0.68
[Train] Avg. Loss: 0.42
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.74
[Val] Avg. Loss: 0.31

# Epoch 4 #

[Train] Avg. edema: 0.81
[Train] Avg. tumor_core: 0.70
[Train] Avg. enhancing: 0.69
[Train] Avg. Loss: 0.31
[Val] Avg. edema: 0.84
[Val] Avg. tumor_core: 0.65
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.30

# Epoch 5 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.70
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.27

# Epoch 6 #

[Train] Avg. edema: 0.84
[Train] Avg. tumor_core: 0.76
[Train] Avg. enhancing: 0.73
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.74
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.25

# Epoch 7 #

[Train] Avg. edema: 0.83
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.73
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.76
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.23

# Epoch 8 #

[Train] Avg. edema: 0.84
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.75
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.22

# Epoch 9 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.71
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.26

# Epoch 10 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.75
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.22

# Epoch 11 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.21

# Epoch 12 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.22

# Epoch 13 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 14 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 15 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.21

# Epoch 16 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.22

# Epoch 17 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 18 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.75
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.23

# Epoch 19 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 20 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 21 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 22 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 23 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.22

# Epoch 24 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.21

# Epoch 25 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.20

# Epoch 26 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 27 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 28 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 29 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.19
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 30 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 31 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 32 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 33 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 34 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 35 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 36 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.20

# Epoch 37 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.83
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 38 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.20

# Epoch 39 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.81
[Val] Avg. Loss: 0.19

# Epoch 40 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.20

# Epoch 41 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.84
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.17

# Epoch 42 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

# Epoch 43 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.81
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.19

# Epoch 44 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 45 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.81
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 46 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.83
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.85
[Val] Avg. enhancing: 0.84
[Val] Avg. Loss: 0.17

# Epoch 47 #

[Train] Avg. edema: 0.90
[Train] Avg. tumor_core: 0.86
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.16
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.83
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.18

# Epoch 48 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.83
[Val] Avg. Loss: 0.18

# Epoch 49 #

[Train] Avg. edema: 0.89
[Train] Avg. tumor_core: 0.84
[Train] Avg. enhancing: 0.80
[Train] Avg. Loss: 0.18
[Val] Avg. edema: 0.89
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.21

# Epoch 50 #

[Train] Avg. edema: 0.88
[Train] Avg. tumor_core: 0.85
[Train] Avg. enhancing: 0.82
[Train] Avg. Loss: 0.17
[Val] Avg. edema: 0.90
[Val] Avg. tumor_core: 0.82
[Val] Avg. enhancing: 0.82
[Val] Avg. Loss: 0.19

Time elapsed: 8257.70 seconds
Saved to: models/20210301-164845_brats20_3d_pre_2_lr_0.001_epochs_50
The number of training patients: 369
The number of testing patients: 125
Multi gpu status: True
[Val] Avg. edema: 0.09
[Val] Avg. tumor_core: 0.04
[Val] Avg. enhancing: 0.00
[Val] Avg. Loss: 0.88

# Epoch 1 #

[Train] Avg. edema: 0.49
[Train] Avg. tumor_core: 0.10
[Train] Avg. enhancing: 0.03
[Train] Avg. Loss: 0.76
[Val] Avg. edema: 0.69
[Val] Avg. tumor_core: 0.05
[Val] Avg. enhancing: 0.07
[Val] Avg. Loss: 0.70

# Epoch 2 #

[Train] Avg. edema: 0.73
[Train] Avg. tumor_core: 0.49
[Train] Avg. enhancing: 0.49
[Train] Avg. Loss: 0.60
[Val] Avg. edema: 0.68
[Val] Avg. tumor_core: 0.35
[Val] Avg. enhancing: 0.52
[Val] Avg. Loss: 0.57

# Epoch 3 #

[Train] Avg. edema: 0.72
[Train] Avg. tumor_core: 0.53
[Train] Avg. enhancing: 0.59
[Train] Avg. Loss: 0.47
[Val] Avg. edema: 0.68
[Val] Avg. tumor_core: 0.55
[Val] Avg. enhancing: 0.53
[Val] Avg. Loss: 0.44

# Epoch 4 #

[Train] Avg. edema: 0.72
[Train] Avg. tumor_core: 0.56
[Train] Avg. enhancing: 0.55
[Train] Avg. Loss: 0.41
[Val] Avg. edema: 0.82
[Val] Avg. tumor_core: 0.65
[Val] Avg. enhancing: 0.71
[Val] Avg. Loss: 0.32

# Epoch 5 #

[Train] Avg. edema: 0.80
[Train] Avg. tumor_core: 0.67
[Train] Avg. enhancing: 0.68
[Train] Avg. Loss: 0.32
[Val] Avg. edema: 0.80
[Val] Avg. tumor_core: 0.68
[Val] Avg. enhancing: 0.74
[Val] Avg. Loss: 0.29

# Epoch 6 #

[Train] Avg. edema: 0.79
[Train] Avg. tumor_core: 0.69
[Train] Avg. enhancing: 0.68
[Train] Avg. Loss: 0.30
[Val] Avg. edema: 0.82
[Val] Avg. tumor_core: 0.73
[Val] Avg. enhancing: 0.73
[Val] Avg. Loss: 0.27

# Epoch 7 #

[Train] Avg. edema: 0.80
[Train] Avg. tumor_core: 0.69
[Train] Avg. enhancing: 0.67
[Train] Avg. Loss: 0.30
[Val] Avg. edema: 0.83
[Val] Avg. tumor_core: 0.73
[Val] Avg. enhancing: 0.73
[Val] Avg. Loss: 0.27

# Epoch 8 #

[Train] Avg. edema: 0.82
[Train] Avg. tumor_core: 0.69
[Train] Avg. enhancing: 0.71
[Train] Avg. Loss: 0.28
[Val] Avg. edema: 0.83
[Val] Avg. tumor_core: 0.67
[Val] Avg. enhancing: 0.73
[Val] Avg. Loss: 0.29

# Epoch 9 #

[Train] Avg. edema: 0.82
[Train] Avg. tumor_core: 0.73
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.27
[Val] Avg. edema: 0.84
[Val] Avg. tumor_core: 0.73
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.25

# Epoch 10 #

[Train] Avg. edema: 0.81
[Train] Avg. tumor_core: 0.72
[Train] Avg. enhancing: 0.72
[Train] Avg. Loss: 0.27
[Val] Avg. edema: 0.83
[Val] Avg. tumor_core: 0.68
[Val] Avg. enhancing: 0.71
[Val] Avg. Loss: 0.27

# Epoch 11 #

[Train] Avg. edema: 0.82
[Train] Avg. tumor_core: 0.71
[Train] Avg. enhancing: 0.70
[Train] Avg. Loss: 0.28
[Val] Avg. edema: 0.84
[Val] Avg. tumor_core: 0.71
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.25

# Epoch 12 #

[Train] Avg. edema: 0.82
[Train] Avg. tumor_core: 0.73
[Train] Avg. enhancing: 0.74
[Train] Avg. Loss: 0.26
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.71
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.25

# Epoch 13 #

[Train] Avg. edema: 0.82
[Train] Avg. tumor_core: 0.71
[Train] Avg. enhancing: 0.72
[Train] Avg. Loss: 0.27
[Val] Avg. edema: 0.85
[Val] Avg. tumor_core: 0.72
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.25

# Epoch 14 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.75
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.70
[Val] Avg. enhancing: 0.68
[Val] Avg. Loss: 0.26

# Epoch 15 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.24
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.70
[Val] Avg. enhancing: 0.71
[Val] Avg. Loss: 0.26

# Epoch 16 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.22

# Epoch 17 #

[Train] Avg. edema: 0.83
[Train] Avg. tumor_core: 0.75
[Train] Avg. enhancing: 0.73
[Train] Avg. Loss: 0.25
[Val] Avg. edema: 0.81
[Val] Avg. tumor_core: 0.74
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.25

# Epoch 18 #

[Train] Avg. edema: 0.85
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.22

# Epoch 19 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.80
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 20 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.22

# Epoch 21 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 22 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.77
[Train] Avg. enhancing: 0.76
[Train] Avg. Loss: 0.23
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.76
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.23

# Epoch 23 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.72
[Val] Avg. enhancing: 0.76
[Val] Avg. Loss: 0.23

# Epoch 24 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.78
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.22

# Epoch 25 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.75
[Val] Avg. enhancing: 0.75
[Val] Avg. Loss: 0.23

# Epoch 26 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.78
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.22
[Val] Avg. edema: 0.88
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.78
[Val] Avg. Loss: 0.22

# Epoch 27 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.82
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
[Val] Avg. edema: 0.87
[Val] Avg. tumor_core: 0.79
[Val] Avg. enhancing: 0.79
[Val] Avg. Loss: 0.21

# Epoch 28 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.79
[Train] Avg. enhancing: 0.77
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.77
[Val] Avg. enhancing: 0.77
[Val] Avg. Loss: 0.22

# Epoch 29 #

[Train] Avg. edema: 0.86
[Train] Avg. tumor_core: 0.80
[Train] Avg. enhancing: 0.78
[Train] Avg. Loss: 0.21
[Val] Avg. edema: 0.86
[Val] Avg. tumor_core: 0.76
[Val] Avg. enhancing: 0.80
[Val] Avg. Loss: 0.22

# Epoch 30 #

[Train] Avg. edema: 0.87
[Train] Avg. tumor_core: 0.81
[Train] Avg. enhancing: 0.79
[Train] Avg. Loss: 0.20
